carat,cut,color,clarity,depth,table,x,y,z
0.41,0.0,1.0,5.0,62.7,57.0,4.77,4.74,2.98
1.12,1.0,3.0,5.0,59.8,58.0,6.79,6.76,4.05
0.3,1.0,0.0,4.0,61.0,58.0,4.34,4.32,2.64
0.3,3.0,3.0,2.0,63.6,57.0,4.3,4.26,2.72
1.2,1.0,4.0,6.0,62.3,58.0,6.81,6.76,4.23
1.11,0.0,5.0,3.0,61.2,57.0,6.67,6.7,4.09
1.01,0.0,4.0,5.0,61.2,57.0,6.42,6.47,3.95
0.52,0.0,3.0,5.0,62.2,54.0,5.18,5.2,3.23
0.3,0.0,6.0,2.0,62.3,58.0,4.26,4.28,2.66
1.52,1.0,2.0,3.0,61.0,58.0,7.42,7.39,4.52
1.31,1.0,4.0,6.0,61.7,59.0,7.03,6.98,4.32
1.13,1.0,0.0,6.0,58.3,60.0,6.83,6.78,3.97
0.36,1.0,1.0,4.0,61.8,58.0,4.57,4.52,2.81
1.0,0.0,1.0,4.0,62.0,56.0,6.42,6.36,3.96
0.36,1.0,3.0,0.0,62.5,60.0,4.53,4.49,2.82
0.38,0.0,1.0,5.0,61.0,56.0,4.68,4.69,2.86
0.9,1.0,2.0,5.0,63.0,60.0,6.13,6.09,3.85
0.39,0.0,0.0,3.0,62.0,57.0,4.71,4.67,2.91
0.7,1.0,3.0,3.0,61.4,59.0,5.74,5.59,3.51
1.12,1.0,4.0,6.0,61.0,59.0,6.72,6.66,4.08
1.05,1.0,2.0,3.0,61.0,58.0,6.6,6.55,4.01
1.14,2.0,0.0,5.0,60.2,60.0,6.7,6.85,4.08
0.5,0.0,5.0,5.0,59.8,59.0,5.18,5.15,3.09
1.52,4.0,4.0,7.0,65.4,62.0,7.1,7.02,4.62
1.0,4.0,2.0,5.0,61.3,62.0,6.45,6.37,3.93
0.32,0.0,5.0,4.0,62.5,55.0,4.37,4.4,2.74
0.9,2.0,5.0,5.0,62.3,56.0,6.12,6.18,3.83
0.6,0.0,5.0,5.0,60.7,58.0,5.43,5.45,3.3
0.5,4.0,4.0,4.0,56.3,65.0,5.24,5.21,2.94
0.34,1.0,5.0,1.0,62.4,59.0,4.4,4.44,2.76
0.4,3.0,1.0,6.0,64.2,57.0,4.7,4.68,3.01
0.42,0.0,3.0,1.0,62.0,56.0,4.81,4.84,2.99
1.2,0.0,2.0,4.0,61.2,53.0,6.88,6.85,4.2
1.52,3.0,4.0,4.0,63.3,57.0,7.32,7.33,4.64
0.7,3.0,1.0,6.0,57.8,61.0,5.88,5.82,3.38
0.9,2.0,3.0,5.0,62.9,56.0,6.11,6.17,3.86
1.0,0.0,3.0,6.0,60.3,57.0,6.51,6.45,3.91
1.0,4.0,1.0,6.0,65.2,59.0,6.28,6.27,4.09
0.53,1.0,1.0,5.0,62.1,58.0,5.11,5.19,3.2
0.36,0.0,2.0,6.0,62.2,55.0,4.57,4.59,2.85
0.23,2.0,1.0,2.0,60.2,57.0,3.99,4.05,2.42
1.83,2.0,5.0,3.0,61.9,57.0,7.85,7.91,4.88
2.07,0.0,5.0,5.0,61.2,57.0,8.12,8.23,5.0
0.71,0.0,1.0,2.0,62.0,57.0,5.7,5.72,3.54
0.5,1.0,2.0,7.0,60.5,60.0,5.15,5.07,3.1
0.31,2.0,3.0,1.0,59.8,62.0,4.35,4.41,2.62
1.02,0.0,0.0,0.0,63.0,57.0,6.39,6.35,4.01
1.51,2.0,2.0,3.0,61.7,59.0,7.29,7.33,4.51
0.3,1.0,4.0,5.0,60.8,61.0,4.3,4.25,2.6
0.32,0.0,1.0,4.0,61.5,55.0,4.38,4.43,2.71
1.02,0.0,3.0,7.0,61.2,56.0,6.47,6.5,3.97
1.03,2.0,0.0,6.0,62.8,56.0,6.43,6.46,4.05
1.0,3.0,5.0,1.0,56.5,62.0,6.58,6.55,3.71
1.61,1.0,4.0,5.0,62.5,58.0,7.51,7.46,4.68
0.52,2.0,4.0,4.0,63.5,58.0,5.08,5.09,3.23
1.11,2.0,1.0,6.0,61.7,63.0,6.65,6.54,4.07
1.02,2.0,4.0,6.0,63.5,60.0,6.33,6.24,3.99
0.37,3.0,3.0,6.0,63.3,55.0,4.58,4.61,2.91
0.8,2.0,4.0,4.0,59.1,59.0,6.02,6.07,3.57
0.34,0.0,3.0,4.0,62.1,55.0,4.46,4.49,2.78
1.08,2.0,1.0,6.0,63.5,56.0,6.53,6.48,4.13
0.74,2.0,3.0,3.0,59.8,58.0,5.85,5.89,3.51
1.35,0.0,0.0,4.0,61.3,57.0,7.13,7.09,4.36
0.34,3.0,0.0,5.0,63.1,57.0,4.44,4.46,2.81
0.31,0.0,0.0,4.0,60.4,56.0,4.39,4.42,2.66
1.12,3.0,1.0,5.0,64.3,57.0,6.56,6.5,4.2
1.7,1.0,0.0,5.0,61.9,59.0,7.64,7.61,4.72
1.21,1.0,4.0,4.0,60.8,62.0,6.82,6.78,4.13
0.4,2.0,3.0,2.0,59.2,63.0,4.88,4.81,2.87
0.54,0.0,4.0,3.0,61.2,55.0,5.25,5.31,3.23
0.25,0.0,3.0,3.0,62.3,54.0,4.05,4.11,2.54
0.34,0.0,3.0,3.0,61.4,56.0,4.52,4.54,2.78
1.53,1.0,5.0,4.0,62.0,58.0,7.36,7.41,4.58
1.24,2.0,1.0,3.0,59.9,61.0,6.96,6.99,4.18
1.01,0.0,2.0,2.0,61.6,56.0,6.43,6.49,3.98
0.72,2.0,4.0,6.0,61.0,56.0,5.75,5.8,3.52
1.06,2.0,2.0,4.0,61.5,58.0,6.53,6.57,4.03
0.52,0.0,1.0,5.0,63.0,54.0,5.15,5.11,3.23
1.01,1.0,1.0,1.0,61.6,58.0,6.57,6.45,4.01
0.96,3.0,0.0,5.0,61.0,61.0,6.29,6.33,3.85
0.5,0.0,0.0,2.0,60.7,57.0,5.2,5.15,3.14
0.96,2.0,3.0,5.0,62.0,59.0,6.26,6.32,3.9
0.41,0.0,0.0,4.0,61.7,56.0,4.81,4.78,2.96
0.42,2.0,3.0,5.0,61.7,55.0,4.78,4.81,2.96
1.03,1.0,6.0,6.0,62.0,58.0,6.47,6.52,4.03
1.59,1.0,4.0,4.0,62.1,58.0,7.48,7.42,4.63
0.52,0.0,3.0,4.0,61.7,56.0,5.15,5.19,3.19
1.68,1.0,3.0,3.0,58.2,57.0,7.89,7.85,4.58
0.53,0.0,1.0,5.0,61.9,55.0,5.2,5.24,3.23
1.01,2.0,0.0,4.0,60.6,56.0,6.45,6.51,3.93
0.41,0.0,6.0,4.0,61.8,55.0,4.78,4.81,2.96
0.8,0.0,5.0,4.0,62.1,54.4,5.94,5.99,3.7
0.34,0.0,4.0,2.0,60.9,55.0,4.52,4.54,2.75
0.51,2.0,0.0,4.0,62.0,59.0,5.08,5.12,3.16
1.5,1.0,1.0,6.0,63.0,59.0,7.24,7.18,4.54
0.3,0.0,1.0,4.0,62.3,56.0,4.28,4.32,2.68
0.3,0.0,1.0,2.0,61.0,56.0,4.33,4.39,2.66
0.33,0.0,3.0,4.0,62.3,57.0,4.43,4.4,2.75
0.52,0.0,3.0,2.0,60.8,57.0,5.2,5.17,3.15
0.54,0.0,2.0,6.0,61.0,56.0,5.24,5.29,3.21
0.71,2.0,1.0,4.0,60.7,56.0,5.81,5.82,3.53
1.71,1.0,6.0,5.0,61.7,59.0,7.63,7.7,4.73
0.71,1.0,2.0,6.0,62.0,59.0,5.68,5.65,3.51
0.72,0.0,2.0,3.0,60.5,56.0,5.82,5.85,3.53
1.57,0.0,2.0,5.0,61.1,55.0,7.55,7.53,4.61
0.7,2.0,3.0,5.0,60.7,58.0,5.7,5.73,3.47
0.41,0.0,2.0,4.0,61.7,54.0,4.79,4.81,2.96
2.0,1.0,2.0,5.0,62.6,59.0,8.1,8.04,5.05
0.71,1.0,3.0,3.0,62.2,59.0,5.73,5.66,3.54
1.59,0.0,4.0,2.0,62.6,54.0,7.43,7.47,4.67
0.9,1.0,2.0,5.0,62.6,60.0,6.11,6.06,3.81
0.7,3.0,5.0,5.0,58.5,61.0,5.76,5.82,3.39
1.06,1.0,4.0,5.0,61.0,58.0,6.61,6.57,4.02
0.51,0.0,3.0,6.0,61.3,55.0,5.17,5.19,3.17
0.3,1.0,0.0,5.0,62.6,56.0,4.29,4.24,2.67
1.14,2.0,1.0,6.0,62.6,56.0,6.63,6.69,4.17
0.78,0.0,2.0,6.0,60.6,55.0,5.99,6.0,3.63
0.32,3.0,1.0,4.0,57.0,60.0,4.6,4.53,2.6
0.42,0.0,4.0,3.0,61.2,57.0,4.87,4.8,2.96
0.53,0.0,4.0,1.0,60.8,56.0,5.24,5.26,3.19
0.72,0.0,2.0,5.0,61.0,55.0,5.78,5.85,3.55
0.34,0.0,1.0,3.0,60.8,57.0,4.53,4.49,2.74
0.3,1.0,1.0,2.0,61.8,58.0,4.29,4.26,2.64
0.32,0.0,3.0,2.0,62.0,54.0,4.39,4.42,2.73
0.49,4.0,1.0,2.0,65.5,58.0,4.91,4.86,3.2
1.51,1.0,2.0,5.0,63.0,58.0,7.32,7.28,4.6
0.32,0.0,1.0,1.0,61.7,55.0,4.38,4.41,2.71
0.54,0.0,4.0,3.0,61.5,56.0,5.24,5.23,3.22
0.73,1.0,1.0,4.0,58.6,60.0,5.92,5.89,3.46
0.39,0.0,3.0,6.0,61.2,56.0,4.71,4.73,2.89
0.54,0.0,3.0,3.0,60.1,57.0,5.29,5.31,3.18
0.41,2.0,1.0,5.0,60.4,58.0,4.75,4.79,2.88
1.56,0.0,4.0,4.0,61.5,56.0,7.46,7.5,4.6
1.09,0.0,0.0,6.0,61.7,59.0,6.64,6.62,4.09
0.37,2.0,1.0,4.0,64.0,55.0,4.52,4.57,2.91
1.0,1.0,0.0,6.0,61.6,58.0,6.45,6.37,3.95
0.32,0.0,4.0,1.0,61.3,56.0,4.41,4.43,2.71
1.19,2.0,0.0,6.0,61.1,58.0,6.84,6.88,4.19
0.3,0.0,1.0,4.0,62.1,55.0,4.35,4.32,2.69
0.4,1.0,1.0,5.0,62.0,55.0,4.74,4.68,2.92
1.01,2.0,2.0,6.0,61.0,60.0,6.44,6.48,3.94
0.43,0.0,1.0,5.0,61.5,56.0,4.9,4.85,3.0
0.4,1.0,2.0,5.0,61.7,62.0,4.76,4.71,2.92
1.2,0.0,3.0,2.0,62.5,54.4,6.75,6.82,4.24
1.51,0.0,5.0,5.0,61.2,60.0,7.39,7.37,4.52
1.23,0.0,2.0,4.0,61.7,57.0,6.94,6.9,4.27
0.31,2.0,3.0,6.0,63.0,57.0,4.32,4.35,2.73
0.33,0.0,3.0,0.0,62.2,56.0,4.43,4.45,2.76
0.52,2.0,0.0,4.0,63.4,56.0,5.16,5.09,3.25
0.73,0.0,0.0,2.0,61.3,56.0,5.79,5.82,3.56
0.31,3.0,3.0,4.0,63.4,59.0,4.29,4.32,2.73
0.35,3.0,1.0,3.0,63.1,56.0,4.49,4.54,2.85
0.3,0.0,3.0,2.0,62.4,55.0,4.32,4.34,2.7
1.03,1.0,0.0,2.0,61.7,59.0,6.43,6.48,3.98
1.01,1.0,2.0,6.0,62.7,56.0,6.4,6.35,4.0
0.31,0.0,3.0,6.0,62.0,54.0,4.38,4.42,2.73
0.61,2.0,4.0,2.0,61.4,57.0,5.46,5.5,3.36
0.51,3.0,2.0,5.0,63.6,56.0,5.08,5.11,3.24
0.3,0.0,5.0,1.0,62.1,56.0,4.3,4.33,2.68
1.13,1.0,3.0,6.0,60.0,61.0,6.78,6.71,4.05
1.52,1.0,2.0,4.0,60.9,61.0,7.46,7.28,4.49
0.41,1.0,0.0,2.0,62.5,58.0,4.72,4.75,2.96
1.04,0.0,2.0,3.0,61.4,57.0,6.51,6.56,4.01
1.01,2.0,1.0,4.0,62.2,58.0,6.36,6.41,3.97
0.32,1.0,5.0,5.0,62.7,58.0,4.37,4.34,2.73
1.02,2.0,6.0,6.0,62.9,59.0,6.34,6.41,4.01
1.54,1.0,2.0,4.0,62.4,59.0,7.43,7.38,4.62
1.54,2.0,2.0,6.0,61.1,58.0,7.36,7.47,4.53
0.3,1.0,3.0,1.0,62.6,58.0,4.29,4.27,2.68
1.31,1.0,5.0,6.0,59.1,59.0,7.2,7.15,4.24
0.7,3.0,5.0,5.0,63.6,55.0,5.62,5.58,3.56
0.51,2.0,4.0,3.0,63.4,57.0,5.09,5.06,3.22
0.71,2.0,5.0,5.0,60.4,63.0,5.73,5.8,3.48
1.07,0.0,4.0,6.0,59.2,57.0,6.7,6.64,3.95
1.07,1.0,2.0,6.0,62.0,58.0,6.57,6.52,4.06
0.7,4.0,4.0,5.0,64.7,58.0,5.59,5.54,3.6
0.97,1.0,3.0,5.0,62.6,58.0,6.24,6.18,3.89
0.9,0.0,1.0,6.0,62.7,54.0,6.13,6.21,3.87
1.62,0.0,2.0,5.0,62.7,56.0,7.5,7.44,4.68
0.56,2.0,0.0,5.0,63.9,56.0,5.2,5.26,3.34
0.4,1.0,3.0,5.0,59.6,61.0,4.76,4.74,2.83
1.04,3.0,2.0,5.0,63.4,59.0,6.4,6.44,4.07
0.47,3.0,0.0,5.0,63.8,59.0,4.9,4.88,3.12
0.53,0.0,4.0,5.0,61.5,54.0,5.21,5.26,3.22
0.51,0.0,3.0,3.0,61.5,54.9,5.13,5.25,3.17
0.34,0.0,0.0,5.0,62.7,56.0,4.48,4.45,2.8
1.01,1.0,2.0,2.0,61.8,59.0,6.46,6.42,3.98
1.01,2.0,0.0,5.0,62.9,58.0,6.33,6.38,4.0
0.32,0.0,1.0,2.0,61.9,54.0,4.41,4.44,2.74
0.7,3.0,2.0,3.0,59.1,62.0,5.82,5.86,3.44
0.3,0.0,3.0,6.0,62.0,55.0,4.28,4.33,2.67
1.29,1.0,5.0,3.0,61.1,58.0,7.03,6.98,4.28
0.54,0.0,2.0,2.0,61.0,54.0,5.28,5.3,3.23
1.25,2.0,3.0,6.0,61.4,59.0,6.97,6.93,4.27
0.53,0.0,3.0,5.0,61.6,57.0,5.19,5.24,3.21
0.23,2.0,3.0,1.0,62.0,56.0,3.95,3.98,2.46
0.5,1.0,2.0,1.0,61.1,55.0,5.15,5.13,3.14
0.4,2.0,1.0,1.0,62.8,57.0,4.65,4.71,2.94
0.37,1.0,2.0,4.0,60.5,59.0,4.67,4.62,2.81
1.03,0.0,0.0,6.0,61.2,57.0,6.51,6.59,4.01
0.81,3.0,0.0,5.0,64.1,54.0,5.92,5.96,3.81
0.89,1.0,3.0,5.0,61.1,58.0,6.24,6.17,3.79
1.22,1.0,6.0,6.0,62.1,59.0,6.82,6.77,4.22
0.77,0.0,3.0,4.0,62.1,56.0,5.85,5.88,3.64
0.56,0.0,4.0,5.0,61.8,55.0,5.31,5.34,3.29
0.41,1.0,1.0,5.0,60.2,60.0,4.82,4.78,2.89
0.39,2.0,2.0,2.0,61.7,56.0,4.7,4.74,2.91
0.3,4.0,2.0,4.0,56.3,64.0,4.44,4.39,2.5
0.32,2.0,2.0,6.0,62.6,56.0,4.37,4.41,2.75
1.4,2.0,3.0,3.0,59.9,56.0,7.31,7.34,4.39
0.5,0.0,2.0,1.0,62.6,53.1,5.08,5.11,3.19
0.7,0.0,0.0,6.0,60.6,56.6,5.75,5.77,3.49
1.7,3.0,4.0,6.0,63.6,56.0,7.51,7.56,4.79
1.23,1.0,4.0,4.0,60.6,59.0,6.94,6.89,4.19
0.33,0.0,3.0,2.0,61.5,56.0,4.45,4.49,2.75
0.73,0.0,1.0,5.0,60.1,56.0,5.91,5.87,3.54
1.22,0.0,2.0,6.0,62.5,56.2,6.81,6.85,4.27
1.04,1.0,6.0,6.0,62.0,59.0,6.47,6.49,4.02
1.2,1.0,0.0,6.0,60.2,60.0,6.94,6.81,4.14
0.71,0.0,1.0,5.0,61.1,57.0,5.75,5.77,3.52
1.02,3.0,4.0,6.0,57.9,61.0,6.75,6.68,3.89
2.01,1.0,4.0,4.0,62.8,58.0,7.99,7.9,4.99
1.06,2.0,2.0,6.0,60.0,59.0,6.6,6.63,3.97
1.11,1.0,4.0,6.0,61.5,59.0,6.61,6.56,4.05
1.23,1.0,3.0,5.0,61.2,59.0,6.88,6.81,4.19
0.7,3.0,1.0,3.0,58.7,60.0,5.79,5.83,3.41
1.51,3.0,2.0,6.0,64.2,61.0,7.24,7.19,4.63
0.51,2.0,0.0,5.0,62.3,63.0,5.08,5.03,3.15
2.07,1.0,6.0,5.0,61.7,60.0,8.23,8.15,5.05
0.52,2.0,1.0,6.0,62.9,56.0,5.12,5.15,3.23
1.28,0.0,3.0,6.0,61.8,56.0,6.95,6.99,4.31
0.37,1.0,4.0,4.0,59.5,61.0,4.67,4.64,2.77
0.32,0.0,0.0,6.0,61.8,55.0,4.38,4.42,2.72
0.24,0.0,2.0,1.0,60.8,55.0,4.03,4.06,2.46
1.55,2.0,4.0,4.0,63.3,56.0,7.38,7.32,4.65
0.31,0.0,4.0,2.0,62.4,57.0,4.32,4.36,2.71
1.09,0.0,2.0,0.0,61.6,55.0,6.59,6.65,4.08
0.32,0.0,0.0,4.0,62.0,55.0,4.42,4.38,2.73
1.51,2.0,2.0,4.0,61.1,59.0,7.32,7.37,4.49
0.5,3.0,0.0,5.0,57.2,60.0,5.25,5.2,2.99
0.9,2.0,4.0,5.0,62.3,63.0,6.13,6.06,3.8
1.58,1.0,0.0,6.0,59.6,59.0,7.67,7.61,4.55
1.61,1.0,6.0,0.0,62.1,58.0,7.53,7.47,4.66
0.4,1.0,1.0,0.0,61.3,58.0,4.77,4.73,2.91
0.31,3.0,5.0,3.0,63.8,56.0,4.32,4.27,2.74
1.04,2.0,3.0,0.0,60.7,58.0,6.52,6.65,4.0
1.63,0.0,2.0,7.0,62.0,55.0,7.57,7.5,4.68
1.7,4.0,3.0,4.0,64.5,58.0,7.51,7.43,4.82
1.22,0.0,5.0,5.0,61.7,55.2,6.84,6.9,4.24
1.01,2.0,3.0,3.0,62.2,53.0,6.48,6.54,4.05
0.31,1.0,4.0,0.0,60.8,59.0,4.39,4.36,2.66
0.5,0.0,3.0,5.0,61.7,57.0,5.06,5.08,3.13
0.72,0.0,5.0,3.0,62.4,55.0,5.72,5.75,3.58
0.33,0.0,1.0,3.0,59.6,56.0,4.54,4.49,2.69
1.07,0.0,4.0,4.0,61.8,56.0,6.52,6.55,4.04
0.72,2.0,2.0,5.0,62.6,55.0,5.71,5.76,3.59
0.24,0.0,3.0,3.0,61.8,56.0,3.99,4.04,2.48
1.19,1.0,6.0,5.0,63.0,54.0,6.82,6.74,4.27
0.31,0.0,0.0,2.0,62.0,56.0,4.35,4.37,2.7
1.53,0.0,1.0,5.0,62.0,58.0,7.33,7.41,4.57
0.5,2.0,5.0,5.0,62.8,60.0,5.04,5.08,3.18
0.54,0.0,3.0,3.0,61.3,57.0,5.25,5.28,3.23
0.3,1.0,0.0,6.0,61.8,58.0,4.32,4.29,2.66
0.91,3.0,5.0,5.0,64.2,59.0,6.05,5.98,3.86
2.14,0.0,4.0,6.0,63.0,55.0,8.25,8.23,5.19
0.42,2.0,1.0,5.0,62.8,59.0,4.74,4.78,2.99
0.41,0.0,4.0,5.0,62.6,55.0,4.77,4.79,2.99
1.0,2.0,3.0,2.0,63.0,56.0,6.37,6.4,4.02
0.9,1.0,1.0,4.0,61.4,57.0,6.19,6.16,3.79
0.41,0.0,3.0,4.0,62.1,57.0,4.78,4.72,2.95
1.0,0.0,4.0,6.0,58.3,61.0,6.56,6.61,3.84
0.6,1.0,2.0,6.0,58.9,59.0,5.55,5.52,3.26
1.52,4.0,4.0,5.0,61.2,60.0,7.39,7.29,4.49
0.32,0.0,5.0,4.0,62.2,57.0,4.42,4.39,2.74
1.08,0.0,2.0,2.0,62.1,55.0,6.57,6.6,4.09
1.01,0.0,3.0,4.0,61.6,56.0,6.43,6.46,3.97
1.31,0.0,3.0,1.0,61.1,57.0,7.06,7.01,4.3
0.39,3.0,5.0,4.0,62.3,61.0,4.6,4.61,2.87
0.51,1.0,1.0,4.0,61.0,60.0,5.12,5.17,3.14
0.45,3.0,2.0,3.0,58.6,62.2,5.0,5.05,2.95
0.55,0.0,2.0,6.0,61.1,56.0,5.29,5.32,3.24
0.85,4.0,4.0,7.0,61.0,61.0,6.2,6.0,3.73
1.0,1.0,3.0,3.0,62.9,60.0,6.36,6.29,3.98
0.37,0.0,5.0,3.0,60.8,56.0,4.67,4.71,2.85
1.04,2.0,3.0,5.0,61.8,59.0,6.49,6.55,4.03
1.51,0.0,1.0,6.0,62.7,55.0,7.27,7.18,4.53
0.57,2.0,1.0,4.0,60.7,58.0,5.37,5.33,3.25
1.0,1.0,3.0,4.0,60.1,57.0,6.42,6.35,3.84
1.01,0.0,2.0,6.0,62.7,57.0,6.43,6.37,4.01
1.51,1.0,1.0,4.0,62.6,60.0,7.28,7.22,4.54
0.91,2.0,1.0,6.0,63.4,58.0,6.15,6.09,3.88
1.7,1.0,4.0,2.0,61.4,58.0,7.66,7.62,4.69
1.16,1.0,3.0,3.0,61.9,58.0,6.76,6.72,4.17
0.69,4.0,3.0,3.0,61.2,65.4,5.58,5.64,3.42
0.73,0.0,2.0,1.0,61.9,56.0,5.75,5.79,3.57
0.71,1.0,1.0,5.0,60.1,60.0,5.78,5.73,3.45
1.17,2.0,2.0,4.0,62.4,56.0,6.71,6.76,4.2
0.3,0.0,3.0,1.0,61.5,55.0,4.33,4.35,2.67
0.3,0.0,3.0,1.0,61.3,56.0,4.34,4.3,2.65
2.01,1.0,5.0,5.0,62.4,61.0,8.01,7.99,4.99
1.2,1.0,0.0,4.0,61.1,58.0,6.85,6.83,4.18
1.6,2.0,5.0,4.0,60.0,60.0,7.55,7.59,4.54
2.18,0.0,5.0,6.0,62.5,55.0,8.34,8.31,5.2
0.31,3.0,3.0,3.0,63.3,56.0,4.29,4.33,2.73
0.3,3.0,0.0,6.0,63.3,57.0,4.26,4.3,2.71
1.5,4.0,1.0,5.0,58.2,66.0,7.45,7.4,4.32
1.11,2.0,1.0,1.0,60.2,59.0,6.67,6.79,4.05
1.01,2.0,1.0,6.0,63.4,58.0,6.43,6.34,4.05
0.77,0.0,3.0,3.0,62.4,54.0,5.89,5.93,3.69
0.3,3.0,2.0,6.0,63.4,56.0,4.26,4.29,2.71
1.14,1.0,2.0,5.0,61.1,59.0,6.75,6.7,4.11
0.5,0.0,5.0,4.0,61.6,54.0,5.11,5.14,3.16
0.9,1.0,5.0,3.0,60.7,58.0,6.3,6.19,3.79
0.55,1.0,0.0,5.0,61.6,56.0,5.28,5.24,3.24
1.07,0.0,2.0,2.0,62.3,57.0,6.56,6.58,4.09
0.55,0.0,1.0,3.0,62.2,55.0,5.26,5.22,3.26
1.0,2.0,2.0,6.0,61.7,58.0,6.32,6.36,3.91
1.62,1.0,2.0,4.0,61.1,60.0,7.56,7.57,4.62
1.3,0.0,3.0,3.0,62.0,55.0,7.02,6.98,4.34
1.51,1.0,3.0,4.0,60.4,58.0,7.38,7.43,4.47
0.35,0.0,1.0,4.0,62.5,55.0,4.5,4.52,2.82
0.34,1.0,4.0,3.0,62.1,58.0,4.46,4.49,2.78
0.41,0.0,1.0,3.0,62.7,57.0,4.76,4.72,2.97
1.01,2.0,4.0,4.0,63.3,58.0,6.33,6.27,3.99
1.06,0.0,4.0,1.0,61.3,57.0,6.55,6.53,4.01
0.31,0.0,1.0,5.0,63.0,57.0,4.32,4.29,2.71
0.5,2.0,2.0,6.0,63.1,60.0,5.0,5.04,3.17
1.04,1.0,5.0,3.0,61.6,56.0,6.59,6.52,4.04
0.72,2.0,6.0,3.0,62.2,59.9,5.67,5.69,3.53
1.01,3.0,5.0,6.0,62.6,59.0,6.34,6.43,4.0
1.01,2.0,5.0,4.0,61.3,56.0,6.53,6.45,3.98
1.21,2.0,1.0,3.0,60.0,58.0,6.89,6.97,4.16
1.02,1.0,3.0,5.0,62.3,59.0,6.44,6.4,4.0
0.37,0.0,0.0,4.0,61.3,56.0,4.64,4.6,2.83
1.51,1.0,3.0,5.0,62.0,58.0,7.31,7.26,4.52
0.53,0.0,0.0,1.0,62.5,54.0,5.16,5.21,3.24
0.9,2.0,1.0,4.0,62.7,56.0,6.13,6.21,3.87
1.03,2.0,0.0,6.0,60.9,57.0,6.53,6.55,3.98
1.7,1.0,3.0,4.0,60.3,60.0,7.72,7.64,4.63
0.37,3.0,0.0,3.0,62.1,54.0,4.67,4.73,2.92
0.7,4.0,4.0,5.0,65.2,58.0,5.49,5.55,3.6
0.57,2.0,2.0,5.0,58.6,57.0,5.37,5.59,3.21
0.31,0.0,3.0,3.0,61.0,55.0,4.43,4.39,2.69
0.64,2.0,4.0,2.0,60.0,59.0,5.59,5.65,3.37
0.31,1.0,4.0,2.0,62.4,59.0,4.35,4.31,2.7
0.3,2.0,4.0,4.0,63.5,59.0,4.27,4.2,2.69
0.72,0.0,6.0,4.0,60.8,59.0,5.76,5.81,3.52
0.43,1.0,2.0,5.0,60.6,59.0,4.87,4.84,2.94
0.32,0.0,3.0,1.0,61.9,56.0,4.4,4.39,2.72
0.53,0.0,3.0,4.0,61.6,56.0,5.24,5.19,3.21
0.4,1.0,3.0,3.0,60.3,59.0,4.8,4.76,2.88
0.3,2.0,4.0,0.0,62.9,58.0,4.26,4.29,2.69
1.01,1.0,4.0,4.0,61.6,59.0,6.45,6.47,3.98
0.63,4.0,4.0,6.0,64.7,61.0,5.33,5.27,3.43
0.51,2.0,1.0,5.0,62.9,55.0,5.06,5.12,3.2
1.05,4.0,2.0,6.0,66.0,60.0,6.3,6.22,4.13
2.01,4.0,2.0,5.0,58.6,95.0,8.32,8.31,4.87
0.3,0.0,4.0,3.0,61.6,57.0,4.3,4.33,2.66
1.0,4.0,2.0,6.0,65.1,55.0,6.26,6.23,4.07
0.9,1.0,3.0,3.0,62.7,60.0,6.13,6.06,3.82
0.3,0.0,3.0,0.0,61.7,55.0,4.34,4.31,2.67
0.41,2.0,3.0,3.0,60.7,58.0,4.79,4.83,2.92
0.3,0.0,2.0,0.0,61.3,56.0,4.3,4.34,2.65
0.91,1.0,4.0,4.0,59.9,62.0,6.33,6.26,3.77
0.52,1.0,3.0,6.0,58.8,62.0,5.31,5.3,3.12
0.31,2.0,3.0,4.0,63.4,59.0,4.32,4.29,2.73
0.3,2.0,1.0,1.0,62.1,57.0,4.27,4.3,2.66
1.65,0.0,4.0,2.0,62.1,56.0,7.68,7.65,4.76
1.01,1.0,2.0,6.0,61.6,58.0,6.45,6.4,3.96
0.42,0.0,3.0,2.0,62.2,56.0,4.81,4.77,2.98
1.01,2.0,5.0,5.0,64.2,55.0,6.28,6.34,4.05
0.78,0.0,0.0,4.0,62.3,54.0,5.87,5.91,3.67
0.32,0.0,0.0,1.0,61.7,55.0,4.44,4.41,2.73
1.42,2.0,1.0,5.0,61.1,62.0,7.17,7.2,4.39
0.39,0.0,2.0,3.0,62.3,57.0,4.69,4.65,2.91
0.73,1.0,1.0,6.0,60.8,60.0,5.87,5.78,3.54
0.8,2.0,6.0,3.0,62.7,58.0,5.91,5.95,3.72
0.82,0.0,3.0,3.0,61.9,54.0,5.99,6.03,3.72
0.5,1.0,0.0,4.0,61.4,59.0,5.11,5.15,3.15
0.36,2.0,2.0,4.0,63.1,57.0,4.53,4.51,2.85
1.01,3.0,0.0,6.0,63.6,57.0,6.35,6.39,4.05
0.53,0.0,2.0,3.0,61.5,56.0,5.26,5.22,3.22
0.3,3.0,4.0,5.0,63.7,56.0,4.22,4.2,2.68
1.01,2.0,0.0,4.0,63.1,58.0,6.34,6.38,4.01
0.31,0.0,4.0,5.0,61.5,56.0,4.36,4.39,2.69
0.25,0.0,3.0,1.0,62.6,55.0,4.03,4.04,2.52
1.01,1.0,1.0,7.0,59.8,58.0,6.57,6.53,3.92
0.41,0.0,1.0,2.0,61.4,53.9,4.79,4.81,2.95
